ts,cpu_busy_pct,user_pct,sys_pct,softirq_pct,irq_pct,iowait_pct,cpu0_busy_pct,cpu1_busy_pct,cpu2_busy_pct,cpu3_busy_pct,mem_used_mb,mem_avail_mb,cached_mb,slab_mb
2026-09-09 18:30:14,3.63,0.60,2.80,0.23,0.00,0.00,5.25,4.53,2.32,2.62,2271.5,5786.9,3237.1,217.1
2026-09-09 18:30:24,3.44,0.62,2.59,0.23,0.00,0.00,5.82,3.21,1.82,2.91,2266.3,5792.0,3237.1,217.1
2026-09-09 18:30:34,3.76,0.67,2.85,0.23,0.00,0.00,6.28,4.61,2.31,2.52,2262.5,5795.9,3237.1,217.1
2026-09-09 18:30:44,3.93,0.62,2.97,0.31,0.00,0.03,6.34,3.74,1.52,4.40,2262.7,5795.7,3237.1,217.1
2026-09-09 18:30:54,10.34,0.49,7.65,2.19,0.00,0.00,11.67,10.45,9.14,10.12,2263.7,5794.7,3237.1,217.1
2026-09-09 18:31:04,7.49,0.70,5.57,1.22,0.00,0.00,11.29,8.17,2.63,8.17,2290.2,5768.1,3237.1,217.1
2026-09-09 18:31:14,7.05,0.62,5.39,1.04,0.00,0.00,6.92,7.68,3.22,10.61,2271.7,5786.7,3237.1,217.1
2026-09-09 18:31:24,6.87,0.54,5.50,0.83,0.00,0.00,8.47,6.36,4.23,8.30,2268.3,5790.1,3237.1,217.1
2026-09-09 18:31:34,7.38,0.62,5.61,1.14,0.00,0.00,9.30,8.63,4.17,7.62,2263.7,5794.7,3237.1,217.1
2026-09-09 18:31:44,7.10,0.57,5.42,1.11,0.00,0.00,9.13,9.13,3.24,7.04,2264.7,5793.7,3237.1,217.1
2026-09-09 18:31:54,7.49,0.54,5.88,1.06,0.00,0.00,7.74,9.50,5.88,6.84,2264.9,5793.5,3237.1,217.1
2026-09-09 18:32:04,7.90,0.81,6.00,1.09,0.00,0.00,6.01,9.26,8.77,7.60,2290.1,5768.2,3237.1,217.1
2026-09-09 18:32:14,8.09,0.62,6.22,1.24,0.00,0.00,6.43,11.53,7.17,6.86,2270.0,5788.4,3237.1,217.1
2026-09-09 18:32:24,7.63,0.72,5.82,1.09,0.00,0.00,5.45,10.32,8.55,5.92,2267.2,5791.2,3237.1,217.1
2026-09-09 18:32:34,7.84,0.54,6.21,1.09,0.00,0.00,6.12,9.49,8.00,7.52,2262.5,5795.9,3237.1,217.1
2026-09-09 18:32:44,7.29,0.60,5.63,1.06,0.00,0.00,4.00,9.89,8.22,6.83,2263.5,5794.9,3237.1,217.1
2026-09-09 18:32:54,10.71,0.46,8.07,2.16,0.00,0.03,8.12,11.62,9.65,13.20,2263.9,5794.5,3237.1,217.1
2026-09-09 18:33:04,5.70,0.80,4.25,0.65,0.00,0.00,4.76,6.49,6.40,4.95,2286.7,5771.6,3237.1,217.1
2026-09-09 18:33:14,3.99,0.41,3.22,0.36,0.00,0.00,4.19,5.54,3.24,3.03,2267.2,5791.2,3237.1,217.1
2026-09-09 18:33:24,4.32,0.75,3.23,0.34,0.00,0.00,4.40,6.25,2.72,3.92,2266.6,5791.8,3237.1,217.1
2026-09-09 18:33:34,4.76,0.60,3.65,0.52,0.00,0.00,3.76,5.31,5.98,3.90,2262.9,5795.5,3237.1,217.1
2026-09-09 18:33:44,4.39,0.67,3.24,0.47,0.00,0.00,4.21,5.57,3.14,4.52,2264.4,5794.0,3237.1,217.1
2026-09-09 18:33:54,6.86,0.91,5.20,0.75,0.00,0.00,4.34,8.57,8.41,6.01,2268.8,5789.5,3237.1,217.1
2026-09-09 18:34:04,7.85,0.83,5.85,1.17,0.00,0.00,5.78,8.54,9.60,7.26,2292.0,5766.4,3237.1,217.1
2026-09-09 18:34:14,7.15,0.54,5.68,0.93,0.00,0.00,5.53,7.24,7.01,8.54,2270.4,5788.0,3237.1,217.1
2026-09-09 18:34:24,8.86,0.80,6.85,1.18,0.00,0.03,8.72,11.55,7.82,7.14,2265.3,5793.1,3237.1,217.1
2026-09-09 18:34:34,7.51,0.67,5.83,1.01,0.00,0.00,6.95,9.82,7.40,5.92,2263.0,5795.3,3237.1,217.1
2026-09-09 18:34:44,8.15,0.75,6.32,1.08,0.00,0.00,6.29,9.12,10.21,6.89,2266.9,5791.4,3237.1,217.1
2026-09-09 18:34:54,9.50,0.39,7.38,1.73,0.00,0.00,8.51,9.51,10.91,8.78,2264.8,5793.6,3237.1,217.1
2026-09-09 18:35:04,6.77,0.85,5.30,0.62,0.00,0.00,5.22,8.03,6.51,7.06,2288.4,5770.0,3237.1,217.1
2026-09-09 18:35:14,5.70,0.60,4.51,0.60,0.00,0.00,5.35,7.04,5.65,4.81,2269.2,5789.2,3237.1,217.1
2026-09-09 18:35:24,6.52,0.83,5.00,0.70,0.00,0.00,5.56,7.66,8.11,4.94,2269.3,5789.1,3237.1,217.1
2026-09-09 18:35:34,7.55,0.60,6.02,0.93,0.00,0.00,5.10,10.33,7.01,7.65,2263.1,5795.2,3237.1,217.1
2026-09-09 18:35:44,5.32,0.62,4.21,0.49,0.00,0.00,4.65,4.45,5.19,6.83,2265.2,5793.2,3237.1,217.1
2026-09-09 18:35:54,5.81,0.57,4.73,0.52,0.00,0.00,4.99,7.52,5.64,4.91,2265.9,5792.5,3237.1,217.1
2026-09-09 18:36:04,6.31,0.78,4.99,0.54,0.00,0.00,5.85,8.20,5.86,5.35,2296.4,5762.0,3237.1,217.1
2026-09-09 18:36:14,6.64,0.54,5.27,0.83,0.00,0.00,5.21,7.48,7.13,6.20,2271.2,5787.2,3237.1,217.1
2026-09-09 18:36:24,9.45,1.50,6.69,1.27,0.00,0.00,8.04,12.08,10.66,7.14,2268.9,5789.5,3237.1,217.1
2026-09-09 18:36:34,8.57,0.60,6.76,1.19,0.00,0.03,7.21,10.74,8.32,7.98,2262.7,5795.7,3237.1,217.1
2026-09-09 18:36:44,8.69,0.65,6.85,1.19,0.00,0.00,6.77,10.56,8.48,8.84,2261.3,5797.1,3237.1,217.1
2026-09-09 18:36:54,12.76,0.62,9.47,2.68,0.00,0.00,9.87,12.92,13.49,14.21,2264.4,5794.0,3237.1,217.1
2026-09-09 18:37:04,8.66,0.70,6.88,1.09,0.00,0.00,6.79,12.31,8.94,6.46,2289.0,5769.4,3237.1,217.1
2026-09-09 18:37:14,7.37,0.54,5.74,1.09,0.00,0.00,5.71,10.04,6.43,6.91,2269.3,5789.0,3237.1,217.1
2026-09-09 18:37:24,8.08,0.73,6.01,1.35,0.00,0.00,4.76,10.96,7.91,8.30,2267.8,5790.6,3237.1,217.1
2026-09-09 18:37:34,9.57,0.54,7.56,1.47,0.00,0.00,7.18,11.48,11.56,8.02,2260.9,5797.4,3237.1,217.1
2026-09-09 18:37:44,9.36,0.62,7.53,1.22,0.00,0.00,6.36,12.86,10.00,7.79,2265.5,5792.9,3237.1,217.1
2026-09-09 18:37:54,10.07,0.41,8.00,1.65,0.00,0.00,7.99,14.09,10.98,6.99,2261.8,5796.6,3237.1,217.1
2026-09-09 18:38:04,9.15,0.80,7.21,1.14,0.00,0.00,6.36,11.82,11.10,7.18,2294.0,5764.4,3237.1,217.1
2026-09-09 18:38:14,6.66,0.57,5.18,0.91,0.00,0.00,5.00,9.71,5.86,5.57,2271.9,5786.5,3237.6,217.1
2026-09-09 18:38:24,7.35,0.70,5.50,1.12,0.00,0.03,6.10,9.56,5.78,7.90,2267.4,5791.0,3237.1,217.1
2026-09-09 18:38:34,7.97,0.49,6.34,1.14,0.00,0.00,5.71,9.66,7.72,8.43,2262.7,5795.7,3237.1,217.1
2026-09-09 18:38:44,6.46,0.49,4.99,0.98,0.00,0.00,5.39,7.95,5.03,7.18,2261.5,5796.8,3237.1,217.1
2026-09-09 18:38:54,13.74,0.60,10.25,2.90,0.00,0.00,10.09,13.36,13.91,17.47,2267.5,5790.8,3237.1,217.2
2026-09-09 18:39:04,11.13,0.89,8.84,1.40,0.00,0.00,5.83,14.23,10.55,13.02,2293.5,5764.9,3237.1,217.2
2026-09-09 18:39:14,12.07,0.50,9.50,2.07,0.00,0.00,7.71,12.74,12.41,14.69,2272.6,5785.8,3237.1,217.2
2026-09-09 18:39:24,11.76,0.71,9.40,1.65,0.00,0.00,10.28,15.70,10.67,10.28,2268.9,5789.5,3237.1,217.2
2026-09-09 18:39:34,11.04,0.37,8.96,1.71,0.00,0.00,7.30,15.05,11.62,9.53,2265.0,5793.4,3237.1,217.2
2026-09-09 18:39:44,12.08,0.68,9.67,1.73,0.00,0.00,7.16,15.28,11.88,13.41,2265.0,5793.4,3237.1,217.1
2026-09-09 18:39:54,10.56,0.55,8.54,1.47,0.00,0.00,6.70,12.93,12.93,8.86,2263.0,5795.4,3237.1,217.1
2026-09-09 18:40:04,8.06,0.81,6.30,0.94,0.00,0.00,6.68,9.27,8.67,7.59,2294.9,5763.5,3237.1,217.1
2026-09-09 18:40:14,9.78,0.82,7.65,1.29,0.00,0.03,7.64,12.93,10.75,7.24,2270.3,5788.1,3237.1,217.2
2026-09-09 18:40:24,10.19,0.39,8.20,1.60,0.00,0.00,7.38,14.94,10.26,7.79,2264.2,5794.1,3237.1,217.1
2026-09-09 18:40:34,10.99,0.70,8.98,1.31,0.00,0.00,8.69,14.63,9.96,10.41,2263.5,5794.9,3237.1,217.2
2026-09-09 18:40:44,11.28,0.50,9.02,1.76,0.00,0.00,9.86,14.77,10.95,9.16,2265.5,5792.9,3237.1,217.2
2026-09-09 18:40:54,14.26,0.60,10.90,2.77,0.00,0.00,11.81,13.93,14.93,16.30,2264.0,5794.4,3237.1,217.2
2026-09-09 18:41:04,9.27,0.66,7.37,1.24,0.00,0.00,6.97,11.14,7.79,10.76,2294.8,5763.5,3237.1,217.1
2026-09-09 18:41:14,10.98,0.65,8.68,1.65,0.00,0.00,9.46,11.79,13.94,8.53,2272.6,5785.8,3237.1,217.3
2026-09-09 18:41:24,10.45,0.66,8.33,1.47,0.00,0.00,9.35,12.68,12.12,7.46,2269.8,5788.6,3237.1,217.1
2026-09-09 18:41:34,11.22,1.08,8.36,1.76,0.00,0.03,7.78,14.26,12.16,10.20,2266.6,5791.8,3237.1,217.1
2026-09-09 18:41:44,11.75,0.58,9.19,1.99,0.00,0.00,6.93,15.90,14.63,8.85,2269.7,5788.7,3237.1,217.2
2026-09-09 18:41:54,11.43,0.81,8.94,1.68,0.00,0.00,9.82,15.32,11.63,8.55,2264.5,5793.9,3237.1,217.1
2026-09-09 18:42:04,11.21,0.97,8.64,1.60,0.00,0.00,9.93,9.28,14.59,10.73,2288.4,5769.9,3237.1,217.2
2026-09-09 18:42:14,10.50,0.68,8.28,1.52,0.00,0.03,16.04,4.15,11.62,11.06,2272.3,5786.0,3237.1,217.1
2026-09-09 18:42:24,7.00,0.71,5.49,0.79,0.00,0.00,10.30,3.54,7.87,6.98,2272.8,5785.6,3237.1,217.1
2026-09-09 18:42:34,8.37,0.37,6.76,1.24,0.00,0.00,13.30,3.35,7.07,10.59,2268.5,5789.9,3237.1,217.1
2026-09-09 18:42:44,9.56,0.81,7.57,1.18,0.00,0.00,15.02,6.03,9.83,8.07,2268.5,5789.9,3237.1,217.1
2026-09-09 18:42:54,10.98,0.63,8.51,1.83,0.00,0.00,16.73,5.76,11.23,11.09,2266.9,5791.5,3237.1,217.2
2026-09-09 18:43:04,11.16,0.74,8.75,1.68,0.00,0.00,13.23,6.09,13.60,12.02,2291.5,5766.9,3237.1,217.3
2026-09-09 18:43:14,9.69,0.53,7.79,1.37,0.00,0.00,15.17,4.67,11.28,8.25,2274.8,5783.5,3237.1,217.2
2026-09-09 18:43:24,10.09,0.84,7.78,1.47,0.00,0.00,18.42,4.65,10.02,8.76,2272.5,5785.9,3237.1,217.3
2026-09-09 18:43:34,9.48,0.58,7.66,1.24,0.00,0.00,18.90,5.05,7.42,7.98,2267.1,5791.3,3237.1,217.2
2026-09-09 18:43:44,10.17,0.74,7.98,1.45,0.00,0.00,15.18,5.54,10.76,10.13,2269.2,5789.2,3237.1,217.2
2026-09-09 18:43:54,9.49,0.70,7.22,1.56,0.00,0.00,16.63,5.71,10.39,5.94,2269.9,5788.5,3237.1,217.2
2026-09-09 18:44:04,9.74,0.70,7.41,1.61,0.00,0.03,17.38,6.59,6.79,8.85,2292.0,5766.4,3237.1,217.2
2026-09-09 18:44:14,9.61,0.49,7.44,1.68,0.00,0.00,15.26,6.05,10.71,6.87,2274.1,5784.3,3237.1,217.2
2026-09-09 18:44:24,10.69,0.65,8.21,1.83,0.00,0.00,17.47,8.96,8.03,9.08,2277.3,5781.0,3237.1,217.3
2026-09-09 18:44:34,9.82,0.52,7.93,1.37,0.00,0.00,16.65,5.66,12.22,5.45,2274.9,5783.4,3237.1,217.2
2026-09-09 18:44:44,10.45,0.54,8.10,1.79,0.00,0.03,17.74,6.95,9.45,8.56,2275.3,5783.1,3237.1,217.3
2026-09-09 18:44:54,9.60,0.60,7.48,1.53,0.00,0.00,15.75,5.67,11.36,6.05,2276.1,5782.3,3237.1,217.2
2026-09-09 18:45:04,10.96,0.77,9.36,0.83,0.00,0.00,12.20,10.21,13.04,8.67,2296.6,5761.8,3237.1,217.3
2026-09-09 18:45:14,5.22,0.62,3.95,0.65,0.00,0.00,11.43,3.23,1.83,4.85,2276.2,5782.1,3237.1,217.2
2026-09-09 18:45:24,4.95,0.52,3.81,0.62,0.00,0.00,9.59,3.44,4.80,2.73,2274.5,5783.8,3237.1,217.2
2026-09-09 18:45:34,4.71,0.55,3.54,0.62,0.00,0.00,7.89,3.24,4.13,3.74,2270.8,5787.6,3237.1,217.2
2026-09-09 18:45:44,5.79,0.73,4.44,0.62,0.00,0.00,8.29,3.53,5.95,5.58,2269.5,5788.9,3237.1,217.2
2026-09-09 18:45:54,5.04,0.52,4.00,0.52,0.00,0.00,6.58,2.23,7.37,4.13,2271.2,5787.2,3237.1,217.2
2026-09-09 18:46:04,4.95,0.86,3.65,0.41,0.00,0.03,7.71,2.92,4.94,4.64,2298.6,5759.8,3237.1,217.2
2026-09-09 18:46:14,4.17,0.57,3.15,0.44,0.00,0.00,8.54,1.73,3.33,3.35,2278.7,5779.7,3237.1,217.2
2026-09-09 18:46:24,4.67,0.73,3.45,0.49,0.00,0.00,9.71,3.32,2.95,3.32,2273.9,5784.5,3237.1,217.2
2026-09-09 18:46:34,3.98,0.55,3.09,0.34,0.00,0.00,5.91,2.13,3.04,5.14,2269.7,5788.7,3237.1,217.2
2026-09-09 18:46:44,5.17,0.68,3.87,0.62,0.00,0.00,7.31,3.12,4.26,6.24,2270.9,5787.5,3237.1,217.2
2026-09-09 18:46:54,6.22,0.83,4.62,0.78,0.00,0.00,11.10,4.45,6.63,3.13,2273.3,5785.0,3237.1,217.2
2026-09-09 18:47:04,13.62,0.85,11.80,0.98,0.00,0.00,15.60,8.69,14.44,15.98,2294.7,5763.7,3237.1,217.2
2026-09-09 18:47:14,6.89,0.60,5.39,0.91,0.00,0.00,11.05,3.12,7.42,6.49,2277.5,5780.9,3237.1,217.2
2026-09-09 18:47:24,7.11,0.60,5.66,0.86,0.00,0.00,10.97,4.65,5.29,7.73,2272.2,5786.1,3237.1,217.2
2026-09-09 18:47:34,9.36,0.65,7.06,1.66,0.00,0.00,14.22,5.05,9.28,9.33,2270.8,5787.5,3237.1,217.2
2026-09-09 18:47:44,9.17,0.76,6.82,1.56,0.00,0.03,9.63,6.34,11.21,9.43,2271.8,5786.6,3237.1,217.3
2026-09-09 18:47:54,8.57,0.52,6.54,1.51,0.00,0.00,12.80,3.77,9.86,8.39,2270.8,5787.5,3237.1,217.2
2026-09-09 18:48:04,9.83,0.73,7.62,1.48,0.00,0.00,15.87,5.97,11.72,6.73,2299.8,5758.6,3237.1,217.2
2026-09-09 18:48:14,8.93,0.62,6.95,1.35,0.00,0.00,10.73,4.07,11.34,9.76,2281.4,5777.0,3237.1,217.3
2026-09-09 18:48:24,9.90,0.98,7.51,1.40,0.00,0.00,14.24,4.96,10.72,10.12,2277.9,5780.5,3237.1,217.3
2026-09-09 18:48:34,9.47,0.57,7.17,1.73,0.00,0.00,17.23,6.14,9.63,5.54,2272.6,5785.7,3237.1,217.2
2026-09-09 18:48:44,9.45,0.76,7.21,1.48,0.00,0.00,17.49,4.26,12.50,4.65,2275.1,5783.2,3237.1,217.3
2026-09-09 18:48:54,6.53,0.79,4.71,1.02,0.00,0.00,9.20,3.42,6.85,6.64,2270.0,5788.4,3237.1,217.1
2026-09-09 18:49:04,11.67,0.66,8.17,2.84,0.00,0.00,14.68,8.71,11.28,12.06,2290.0,5768.4,3237.1,217.2
2026-09-09 18:49:14,8.71,0.46,6.42,1.83,0.00,0.00,12.86,5.22,10.24,7.05,2270.5,5787.9,3237.1,217.1
2026-09-09 18:49:24,7.29,0.64,5.30,1.33,0.00,0.03,9.19,3.23,9.31,7.04,2270.0,5788.3,3237.1,217.1
2026-09-09 18:49:34,7.16,0.89,5.13,1.14,0.00,0.00,7.42,4.02,10.47,7.12,2267.7,5790.6,3237.1,217.1
2026-09-09 18:49:44,8.07,0.46,5.82,1.79,0.00,0.00,9.28,4.23,10.00,9.03,2263.0,5795.3,3237.1,217.1
2026-09-09 18:49:54,5.48,0.51,4.13,0.84,0.00,0.00,7.77,3.02,5.64,5.51,2267.9,5790.5,3237.1,217.1
2026-09-09 18:50:04,6.35,0.74,4.54,1.07,0.00,0.00,8.34,4.22,6.36,6.71,2295.5,5762.9,3237.1,217.1
2026-09-09 18:50:14,8.88,0.46,6.72,1.71,0.00,0.00,11.16,4.42,10.46,9.73,2271.7,5786.7,3237.1,217.1
2026-09-09 18:50:24,8.50,0.69,6.21,1.60,0.00,0.00,11.56,5.12,8.16,9.12,2266.7,5791.7,3237.1,217.1
2026-09-09 18:50:34,10.10,0.48,7.63,1.96,0.00,0.03,16.00,4.74,10.08,9.62,2264.0,5794.4,3237.1,217.2
2026-09-09 18:50:44,10.72,0.59,7.74,2.39,0.00,0.00,14.16,4.23,13.54,11.18,2264.3,5794.1,3237.1,217.2
2026-09-09 18:50:54,8.49,0.56,6.22,1.71,0.00,0.00,11.80,3.94,9.63,8.69,2263.6,5794.8,3237.1,217.1
2026-09-09 18:51:04,10.43,0.46,7.30,2.67,0.00,0.00,10.32,7.04,11.16,13.37,2297.4,5761.0,3237.1,217.1
2026-09-09 18:51:14,2.95,0.71,1.98,0.25,0.00,0.00,4.57,1.81,2.62,2.81,2270.5,5787.8,3237.1,217.1
2026-09-09 18:51:24,2.17,0.59,1.51,0.08,0.00,0.00,1.73,1.81,2.61,2.60,2265.3,5793.1,3237.1,217.1
2026-09-09 18:51:34,2.78,0.54,1.99,0.25,0.00,0.00,3.19,1.41,3.51,3.12,2262.1,5796.2,3237.1,217.1
2026-09-09 18:51:44,2.58,0.56,1.79,0.23,0.00,0.00,3.10,1.51,3.31,2.31,2264.0,5794.4,3237.1,217.1
2026-09-09 18:51:54,2.68,0.59,1.84,0.26,0.00,0.00,3.30,1.71,2.74,3.01,2266.6,5791.8,3237.1,217.1
2026-09-09 18:52:04,3.11,0.76,1.99,0.36,0.00,0.00,3.74,2.51,3.30,2.92,2296.1,5762.3,3237.1,217.1
2026-09-09 18:52:14,2.75,0.59,1.91,0.25,0.00,0.00,3.30,2.00,3.41,2.51,2270.4,5788.0,3237.1,217.1
2026-09-09 18:52:24,2.55,0.49,1.84,0.23,0.00,0.00,1.71,1.92,3.32,2.93,2266.6,5791.8,3237.1,217.1
2026-09-09 18:52:34,2.29,0.56,1.55,0.15,0.00,0.03,3.42,1.31,2.51,2.00,2264.6,5793.8,3237.1,217.1
2026-09-09 18:52:44,2.49,0.51,1.83,0.15,0.00,0.00,4.05,1.51,2.31,2.20,2265.3,5793.1,3237.1,217.1
2026-09-09 18:52:54,2.17,0.59,1.48,0.10,0.00,0.00,2.99,1.50,1.91,2.31,2264.8,5793.6,3237.1,217.1
2026-09-09 18:53:04,9.44,0.53,6.92,1.99,0.00,0.00,11.95,6.14,11.20,8.62,2295.8,5762.6,3237.1,217.1
2026-09-09 18:53:14,4.57,0.64,3.22,0.72,0.00,0.00,6.67,2.71,4.73,4.41,2271.0,5787.4,3237.1,217.1
2026-09-09 18:53:24,5.28,0.54,3.82,0.92,0.00,0.00,7.74,2.22,6.53,4.64,2264.5,5793.9,3237.1,217.1
2026-09-09 18:53:34,6.21,0.48,4.64,1.10,0.00,0.00,6.08,3.10,8.25,7.62,2263.1,5795.3,3237.1,217.1
2026-09-09 18:53:44,5.43,0.61,3.75,1.07,0.00,0.00,6.28,1.72,8.23,5.21,2261.5,5796.9,3237.1,217.1
2026-09-09 18:53:54,5.73,0.79,4.09,0.84,0.00,0.00,7.01,3.34,6.42,6.21,2272.3,5786.0,3237.1,217.1
2026-09-09 18:54:04,5.11,0.74,3.75,0.59,0.00,0.03,8.97,3.31,4.75,3.80,2286.6,5771.8,3237.1,217.1
2026-09-09 18:54:14,5.78,0.62,4.34,0.82,0.00,0.00,6.30,3.63,6.80,6.24,2267.6,5790.7,3237.1,217.1
2026-09-09 18:54:24,5.63,0.67,4.34,0.62,0.00,0.00,6.84,4.21,6.34,5.52,2268.2,5790.2,3237.1,217.1
2026-09-09 18:54:34,6.09,0.67,4.52,0.90,0.00,0.00,9.00,3.32,7.53,4.83,2262.7,5795.7,3237.1,217.2
2026-09-09 18:54:44,5.88,0.64,4.47,0.77,0.00,0.00,6.76,3.64,7.85,5.24,2262.5,5795.8,3237.1,217.1
2026-09-09 18:54:54,4.94,0.59,3.73,0.61,0.00,0.00,7.22,2.52,7.63,2.42,2265.5,5792.9,3237.1,217.1
2026-09-09 18:55:04,9.20,0.54,6.79,1.86,0.00,0.00,10.83,8.43,9.28,8.44,2297.4,5761.0,3237.1,217.1
2026-09-09 18:55:14,2.86,0.54,2.21,0.10,0.00,0.00,5.10,1.91,2.92,1.81,2274.5,5783.8,3237.1,217.1
2026-09-09 18:55:24,3.31,0.69,2.41,0.18,0.00,0.03,5.40,1.61,4.00,2.41,2265.9,5792.5,3237.1,217.1
2026-09-09 18:55:34,2.78,0.51,2.08,0.18,0.00,0.00,3.95,1.81,3.23,2.12,2262.0,5796.4,3237.1,217.2
2026-09-09 18:55:44,3.31,0.64,2.54,0.13,0.00,0.00,3.62,1.91,4.10,3.53,2262.4,5796.0,3237.1,217.2
2026-09-09 18:55:54,3.01,0.57,2.24,0.21,0.00,0.00,7.36,1.31,2.01,1.91,2263.7,5794.6,3237.1,217.2
2026-09-09 18:56:04,3.23,0.74,2.38,0.10,0.00,0.00,5.27,2.51,2.42,2.61,2293.7,5764.7,3237.1,217.1
2026-09-09 18:56:14,7.42,4.67,2.59,0.15,0.00,0.00,7.87,5.83,8.57,7.79,2295.8,5762.6,3245.0,217.2
2026-09-09 18:56:24,6.33,3.60,2.47,0.26,0.00,0.00,8.14,4.85,6.56,5.66,2287.6,5770.8,3245.3,217.1
2026-09-09 18:56:34,6.19,3.53,2.40,0.23,0.00,0.03,8.46,4.35,5.97,6.34,2287.2,5771.2,3245.9,217.1
2026-09-09 18:56:44,11.22,8.32,2.75,0.15,0.00,0.00,13.61,8.65,11.49,11.40,2295.2,5763.1,3246.3,217.1
2026-09-09 18:56:54,18.77,10.00,4.23,0.23,0.00,4.31,19.87,16.89,19.54,18.77,2354.3,5704.1,3253.9,220.0
2026-09-09 18:57:04,12.54,4.41,6.46,1.64,0.00,0.03,13.93,10.92,13.53,11.85,2334.2,5724.2,3253.1,220.1
2026-09-09 18:57:14,10.69,6.26,3.97,0.46,0.00,0.00,14.52,9.44,9.23,9.81,2332.5,5725.9,3253.1,220.1
2026-09-09 18:57:24,10.56,5.46,4.28,0.82,0.00,0.00,12.55,10.14,9.68,10.19,2330.5,5727.8,3252.8,220.1
2026-09-09 18:57:34,12.22,6.73,4.11,0.82,0.00,0.56,11.58,13.31,10.48,13.28,2352.5,5705.9,3266.9,220.2
2026-09-09 18:57:44,9.62,5.00,4.00,0.62,0.00,0.00,11.49,7.73,10.35,9.05,2328.8,5729.5,3266.6,220.2
2026-09-09 18:57:54,9.30,5.67,3.17,0.44,0.00,0.03,9.02,9.01,9.12,9.94,2338.7,5719.7,3267.2,220.2
2026-09-09 18:58:04,11.25,6.27,4.24,0.75,0.00,0.00,12.55,10.01,11.37,11.35,2318.3,5740.1,3267.0,220.2
2026-09-09 18:58:14,11.79,6.65,4.60,0.54,0.00,0.00,14.32,11.29,10.45,11.48,2317.0,5741.3,3267.5,220.2
2026-09-09 18:58:24,8.74,4.45,3.60,0.69,0.00,0.00,10.88,6.34,8.38,9.37,2309.9,5748.5,3267.5,220.3
2026-09-09 18:58:34,12.23,7.97,3.59,0.67,0.00,0.00,17.91,10.49,9.70,11.17,2314.6,5743.8,3267.2,220.3
2026-09-09 18:58:44,9.43,6.29,2.76,0.36,0.00,0.03,9.11,9.49,11.78,7.22,2312.4,5746.0,3267.2,220.3
2026-09-09 18:58:54,5.84,4.29,1.47,0.08,0.00,0.00,4.73,6.80,5.83,5.85,2299.9,5758.5,3267.2,220.1
2026-09-09 18:59:04,6.06,5.61,0.45,0.00,0.00,0.00,4.65,4.22,7.26,8.39,2304.5,5753.9,3266.8,220.1
2026-09-09 18:59:14,5.41,5.11,0.28,0.03,0.00,0.00,5.52,7.29,5.32,3.31,2278.5,5779.8,3266.8,220.1
2026-09-09 18:59:24,3.57,3.31,0.25,0.00,0.00,0.00,3.31,2.31,2.71,6.03,2270.9,5787.5,3261.2,220.1
2026-09-09 18:59:34,3.74,3.46,0.28,0.00,0.00,0.00,8.63,2.31,2.51,1.51,2271.6,5786.8,3260.8,220.1
2026-09-09 18:59:44,3.58,3.28,0.25,0.03,0.00,0.03,6.73,3.21,2.59,1.70,2284.3,5774.1,3260.3,220.2
2026-09-09 18:59:54,0.85,0.73,0.13,0.00,0.00,0.00,0.70,1.00,1.30,0.40,2263.6,5794.8,3253.4,220.2
2026-09-09 19:00:04,2.03,1.88,0.15,0.00,0.00,0.00,2.81,1.41,2.01,1.80,2273.6,5784.8,3253.4,220.2
2026-09-09 19:00:14,0.73,0.65,0.08,0.00,0.00,0.00,1.31,0.30,0.60,0.80,2257.0,5801.4,3253.4,220.2
2026-09-09 19:00:24,0.92,0.72,0.20,0.00,0.00,0.00,1.50,0.50,1.00,0.70,2251.6,5806.8,3253.4,220.2
2026-09-09 19:00:34,0.60,0.50,0.10,0.00,0.00,0.00,0.71,0.30,0.60,0.80,2251.4,5807.0,3253.4,220.2
2026-09-09 19:00:44,0.68,0.63,0.05,0.00,0.00,0.00,0.70,0.60,0.30,1.00,2247.4,5811.0,3253.4,220.2
2026-09-09 19:00:54,0.60,0.50,0.08,0.00,0.00,0.03,0.80,0.60,0.50,0.40,2247.9,5810.5,3253.4,220.2
2026-09-09 19:01:04,1.10,0.93,0.18,0.00,0.00,0.00,1.00,1.60,1.30,0.70,2275.7,5782.7,3253.4,220.2
2026-09-09 19:01:14,0.63,0.58,0.05,0.00,0.00,0.00,0.60,1.20,0.20,0.40,2256.1,5802.3,3253.4,220.2
2026-09-09 19:01:24,0.70,0.63,0.08,0.00,0.00,0.00,1.20,0.80,0.60,0.30,2251.0,5807.3,3253.4,220.2
2026-09-09 19:01:34,0.65,0.55,0.08,0.03,0.00,0.00,0.80,0.80,0.90,0.20,2247.6,5810.8,3253.4,220.2
2026-09-09 19:01:44,0.92,0.78,0.15,0.00,0.00,0.00,1.00,1.30,0.60,0.40,2246.4,5812.0,3253.4,220.2
2026-09-09 19:01:54,0.53,0.43,0.10,0.00,0.00,0.00,1.00,0.30,0.80,0.20,2253.1,5805.3,3253.4,220.2
2026-09-09 19:02:04,0.80,0.63,0.18,0.00,0.00,0.00,1.31,0.70,0.90,0.40,2283.2,5775.2,3253.4,220.2
